Player,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S,Age,MP,Goals,Assists,xGp90,xAp90,ChCr,YC,RC,Tackles,Pressures,Position,Value
Gorka Iraizoz Moreno,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Cristian Portugues Manzanera,1,19,30,27,4,11,2,0,9,2,2,3,1,4,1,3,2,1,0,0,0,2,0,0,0,0,2,12,4,,,,,,,,,,,,,
Angel Martin Correa,1,16,42,32,8,8,2,2,9,2,0,4,1,4,1,2,1,0,2,0,0,1,0,0,0,0,2,5,3,,,,,,,,,,,,,
Osvaldo Nicolas Fabian Gaitan,1,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Luciano Vietto,1,7,13,9,1,4,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,4,2,,,,,,,,,,,,,
Steven N'Kemboanza Mike Christopher N'Zonzi,1,48,33,67,14,18,12,5,30,3,6,6,8,0,3,1,1,1,4,2,0,1,0,0,0,0,5,1,1,,,,,,,,,,,,,
David Soria Solis,0,6,9,5,1,1,0,2,4,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Clement Lenglet,1,55,35,40,3,28,6,12,22,4,4,2,2,0,5,0,1,0,3,0,0,2,0,0,0,0,1,0,0,,,,,,,,,,,,,
Simon Thorup Kjr,1,19,8,13,6,14,6,5,7,2,0,1,3,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Pablo Daniel Piatti,1,12,21,23,7,3,2,1,3,0,0,3,0,0,2,1,2,1,0,0,0,1,0,0,0,0,3,2,0,,,,,,,,,,,,,
Leonardo Carrilho Baptistao,1,21,40,20,8,11,0,1,14,1,0,3,4,0,1,4,1,0,1,0,0,1,0,0,0,0,2,5,4,,,,,,,,,,,,,
Aaron Martin Caricol,1,28,37,42,2,17,20,1,12,4,2,6,6,2,2,3,1,0,1,0,0,0,0,0,1,0,1,3,1,,,,,,,,,,,,,
Sergio Rico Gonzalez,1,11,11,4,0,9,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Paulo Henrique Chagas de Lima,1,13,5,7,1,5,2,0,6,3,0,2,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
Jesus Navas Gonzalez,1,25,45,27,5,10,0,2,8,1,2,6,4,4,2,7,1,1,0,2,0,1,0,2,0,0,6,2,2,,,,,,,,,,,,,
Pablo Sarabia Garcia,1,26,39,26,10,15,8,1,14,1,0,3,2,2,2,3,1,1,2,0,0,1,0,0,0,1,2,6,3,,,,,,,,,,,,,
Francisco Borja Lasso de la Vega Gayan,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Papakouli Diop,1,18,15,26,4,11,0,1,18,0,0,0,1,0,2,1,0,0,2,0,0,1,0,0,0,0,2,3,0,,,,,,,,,,,,,
Javier Fuego Martinez,1,34,25,26,3,19,6,3,9,3,0,0,4,0,3,0,2,0,1,2,2,1,0,0,0,0,2,1,0,,,,,,,,,,,,,
Javier  Lopez Rodriguez,1,11,5,11,3,8,2,1,6,2,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,2,1,1,,,,,,,,,,,,,
Gerard Moreno Balaguero,1,27,42,52,5,10,4,6,21,0,2,5,3,2,0,3,1,0,0,0,0,2,0,0,0,0,4,10,10,,,,,,,,,,,,,
Edinaldo Gomes Pereira,1,14,8,5,1,9,4,3,13,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,
Jose Manuel Jurado Marin,1,13,25,27,6,5,2,2,6,3,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,
David Lopez Silva,1,55,34,56,4,29,24,6,35,3,4,2,0,2,1,0,3,0,3,0,0,1,0,0,0,0,6,2,2,,,,,,,,,,,,,
Pau Lopez Sabata,0,10,16,5,2,4,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Sebastien Corchia,1,5,8,10,3,2,2,3,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,
Manuel Agudo Duran,1,9,26,16,10,6,4,3,11,2,0,5,1,0,4,3,6,2,0,0,0,4,0,0,0,0,2,3,3,,,,,,,,,,,,,
Luis Fernando Muriel Fruto,1,8,14,8,2,4,0,1,3,0,0,4,2,0,1,3,3,1,0,0,0,0,0,0,0,0,1,3,4,,,,,,,,,,,,,
Ever Maximiliano David Banega,1,40,74,72,14,17,24,2,40,3,4,7,8,0,1,6,7,0,2,1,0,3,1,0,0,1,7,8,0,,,,,,,,,,,,,
Esteban Felix Granero Molina,1,17,20,26,2,15,10,1,9,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,,,,,,,,,,,,,
Hernan Arsenio Perez Gonzalez,1,3,3,3,1,2,2,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,
Guido Hernan Pizarro,1,24,20,26,8,17,6,2,17,5,0,1,2,2,3,0,0,0,2,0,0,4,0,0,0,1,0,0,1,,,,,,,,,,,,,
Charles  Dias Barbosa de Oliveira,0,15,14,18,3,3,0,1,10,1,0,2,1,0,2,1,3,0,1,0,0,0,0,2,0,0,0,3,4,,,,,,,,,,,,,
Daniel Garcia Carrillo,1,66,36,63,11,28,8,6,36,8,0,3,2,0,7,0,3,0,2,0,0,2,0,0,0,0,7,0,1,,,,,,,,,,,,,
Jose Angel Valdes Diaz,1,32,67,21,6,18,10,4,20,0,4,2,2,2,1,5,2,0,1,0,0,1,0,0,0,0,2,4,2,,,,,,,,,,,,,
Luis Hernandez Rodriguez,1,64,24,25,5,25,12,8,17,2,6,0,3,0,3,0,1,0,2,0,0,1,0,0,0,0,1,4,0,,,,,,,,,,,,,
Zdravko Kuzmanovic,1,4,9,13,4,6,0,2,8,1,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,2,1,0,,,,,,,,,,,,,
Roberto Jose Rosales Altuve,1,38,53,40,12,15,14,3,19,4,0,5,3,0,2,3,5,0,2,0,0,2,0,0,1,0,8,4,0,,,,,,,,,,,,,
Borja Gonzalez Tomas,1,6,8,4,4,5,0,1,2,1,0,2,3,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,3,,,,,,,,,,,,,
Adrian  Gonzalez Morales,1,36,25,45,5,18,12,3,25,6,0,2,1,0,3,3,0,0,1,0,0,1,0,0,0,0,4,3,4,,,,,,,,,,,,,
Juan Pablo Anor Acosta,0,7,9,6,2,1,0,4,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,
Joan Jordan Moreno,1,45,37,41,9,27,6,7,22,4,0,4,3,2,3,3,2,0,0,0,0,2,0,0,0,0,1,3,3,,,,,,,,,,,,,
Paulo Andre Rodrigues de Oliveira,1,48,22,21,2,16,8,4,14,3,0,3,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,2,,,,,,,,,,,,,
Takashi Inui,1,18,35,45,13,17,4,1,22,0,4,5,3,0,1,1,7,1,1,0,0,0,0,0,1,0,2,4,4,,,,,,,,,,,,,
Enrique Garcia Martinez,1,20,20,20,6,16,8,1,10,2,0,1,2,0,3,1,1,0,0,0,1,0,0,0,0,0,1,3,3,,,,,,,,,,,,,
Jose Luis Garcia del Pozo,1,28,20,37,7,17,12,0,25,5,2,5,4,0,2,1,2,0,1,2,1,0,2,0,0,0,4,2,2,,,,,,,,,,,,,
Ruben Pena Jimenez,1,25,35,29,7,22,10,1,12,3,0,1,1,0,2,1,2,0,1,0,0,1,0,0,0,0,3,1,1,,,,,,,,,,,,,
Ivan Ramis Barrios,1,32,21,32,0,16,0,0,7,2,0,3,3,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,
Ander Capa Rodriguez,1,29,47,33,9,21,2,5,18,1,2,5,3,0,1,3,2,2,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,
Juan Carlos Perez Lopez,1,9,10,13,4,2,4,1,4,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,
Diego Gonzalez Polanco,1,14,12,12,3,10,2,3,9,0,2,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,2,,,,,,,,,,,,,
Marko Dmitrovic,0,11,27,13,1,5,0,1,9,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Roberto Jimenez Gago,1,5,14,8,4,1,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Javier Ontiveros Parra,0,3,10,6,2,0,0,0,3,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,
Jonathan Rodriguez Menendez,0,3,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Ivan Alejo Peralta,1,9,26,5,4,7,4,1,1,0,0,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,1,1,2,,,,,,,,,,,,,
Sergio Enrich Ametller,0,13,18,18,8,2,2,0,11,2,0,4,1,2,1,2,2,0,0,0,0,0,0,0,0,0,1,0,2,,,,,,,,,,,,,
Christian Rivera Hernandez,1,5,2,5,0,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Zouhair Feddal,1,19,19,16,3,10,4,1,6,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
Aissa Mandi,1,67,27,37,19,32,18,7,32,4,6,5,7,0,2,0,1,0,0,0,0,2,0,0,0,0,3,0,2,,,,,,,,,,,,,
Antonio Barragan Fernandez,1,37,46,31,8,21,10,3,18,4,2,2,5,0,2,3,3,0,0,0,0,0,0,2,0,0,3,8,2,,,,,,,,,,,,,
Juan Jose Narvaez Solarte,1,3,1,6,0,3,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
Sergio Leon Limones,1,9,22,8,5,9,2,0,4,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,3,2,8,,,,,,,,,,,,,
Nelson Cabral Semedo,1,18,21,16,3,8,6,4,7,2,4,5,1,0,1,0,1,0,2,0,0,1,2,0,1,0,0,0,0,,,,,,,,,,,,,
Ivan Rakitic,1,63,38,56,15,25,10,13,34,1,2,6,4,0,4,3,5,0,3,0,1,3,0,0,1,0,4,5,1,,,,,,,,,,,,,
Lionel Andres Messi Cuccittini,1,16,55,36,14,8,10,1,17,1,0,10,2,1,2,6,1,1,0,2,0,1,0,1,1,1,2,14,11,,,,,,,,,,,,,
Joaquin Sanchez Rodriguez,1,22,47,32,7,7,8,6,12,4,0,3,4,2,3,1,3,0,0,0,0,1,0,0,1,0,3,7,2,,,,,,,,,,,,,
Jordi Alba Ramos,1,40,56,41,13,25,18,5,14,8,6,7,4,0,4,2,1,0,3,2,0,1,1,0,1,0,2,4,0,,,,,,,,,,,,,
Sergi Roberto Carnicer,1,36,24,26,6,17,12,3,14,4,8,4,1,2,3,4,5,0,1,0,0,1,0,0,0,0,7,2,0,,,,,,,,,,,,,
Francisco Alcacer Garcia,1,4,5,5,0,3,0,1,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,4,,,,,,,,,,,,,
Sergio Busquets i Burgos,1,58,39,46,5,19,16,12,24,5,4,4,6,0,3,3,6,1,4,0,2,2,1,0,0,0,5,5,0,,,,,,,,,,,,,
Javier Alejandro Mascherano,1,6,6,2,2,6,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jose Andres Guardado Hernandez,1,41,25,47,6,20,4,4,12,6,2,5,3,0,4,8,3,1,2,0,0,2,1,0,0,0,2,2,8,,,,,,,,,,,,,
Matias Nahuel Leiva Esquivel,1,3,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,
Samuel Yves Umtiti,1,33,19,28,2,16,6,7,20,0,0,0,2,0,3,1,1,0,1,0,2,2,0,0,0,0,1,0,2,,,,,,,,,,,,,
Victor Camarasa Ferrando,1,8,18,19,5,6,4,2,9,0,2,1,0,0,0,0,3,1,2,0,0,1,0,0,0,0,1,3,3,,,,,,,,,,,,,
Antonio Adan Garrido,1,13,28,19,5,3,0,0,18,5,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,,,,,,,,,,,,,
Marc-Andre ter Stegen,1,13,20,30,2,16,2,1,17,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Aleix Vidal Parreu,0,2,10,3,2,3,2,0,4,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,,,,,,,,,,,,,
Fabian Ruiz Pena,1,45,44,57,23,23,28,4,25,5,4,10,4,2,4,2,4,0,3,1,2,0,0,0,0,0,6,5,5,,,,,,,,,,,,,
Francisco Javier  Garcia Fernandez,1,50,20,53,6,15,10,6,28,3,0,3,6,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
Denis Suarez Fernandez,1,6,8,5,4,6,4,1,5,0,2,2,1,0,2,1,1,0,0,2,0,0,0,0,1,0,0,2,2,,,,,,,,,,,,,
Sergio Ramos Garcia,1,53,25,33,3,18,6,4,14,2,0,4,1,0,2,2,1,0,3,0,1,1,0,0,0,0,3,1,2,,,,,,,,,,,,,
Carlos Henrique Casimiro,1,57,31,38,0,20,10,9,27,2,0,2,2,2,11,0,3,0,3,0,1,2,0,0,0,1,7,5,2,,,,,,,,,,,,,
Marcelo Vieira da Silva Junior,1,47,51,37,10,13,8,4,11,2,0,4,1,4,2,3,8,1,1,0,1,2,0,0,0,0,6,7,3,,,,,,,,,,,,,
Toni Kroos,1,44,50,56,4,16,10,3,19,4,8,3,3,2,3,5,3,2,2,0,1,1,1,0,0,0,4,7,4,,,,,,,,,,,,,
Keylor Navas Gamboa,0,12,9,11,4,8,0,4,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Luka Modric,1,21,28,37,5,15,6,3,15,2,2,5,2,0,4,6,1,1,1,0,0,5,2,0,0,0,3,3,2,,,,,,,,,,,,,
Daniel Carvajal Ramos,1,36,38,29,8,19,8,0,17,2,2,1,1,0,5,1,1,0,2,4,0,1,0,0,0,1,5,5,1,,,,,,,,,,,,,
Fabian Lukas Schar,1,42,20,22,4,22,2,0,6,2,0,1,1,0,3,0,2,0,1,0,1,3,0,0,0,0,4,0,0,,,,,,,,,,,,,
Florin Andone,0,9,20,11,3,4,0,0,8,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,4,,,,,,,,,,,,,
Zakaria Bakkali,1,10,8,9,3,3,0,1,2,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,,,,,,,,,,,,,
Celso Borges Mora,1,41,33,38,8,15,10,6,20,1,0,4,4,2,2,4,1,1,1,2,0,1,0,0,1,0,2,7,0,,,,,,,,,,,,,
Sidnei Rechel da Silva Junior,1,27,11,31,1,10,8,4,8,2,0,1,2,0,2,0,1,0,0,0,0,1,0,0,0,0,2,1,0,,,,,,,,,,,,,
Guilherme dos Santos Torres,1,65,33,62,7,23,12,7,28,4,2,2,5,0,2,2,1,0,5,4,2,1,0,0,1,0,1,4,2,,,,,,,,,,,,,
Juan Francisco Moreno Fuertes,1,36,55,35,6,28,14,5,13,2,4,5,5,8,2,3,1,1,1,0,1,1,0,0,1,0,1,5,1,,,,,,,,,,,,,
Karim Benzema,1,13,18,20,5,8,2,1,3,0,2,4,3,4,2,5,7,0,2,0,0,0,0,0,1,0,1,4,4,,,,,,,,,,,,,
Gareth Frank Bale,1,9,18,12,3,6,2,0,6,3,0,1,1,0,2,5,1,0,1,0,0,0,0,0,0,0,1,4,6,,,,,,,,,,,,,
Francisco Roman Alarcon Suarez,1,19,37,38,10,9,8,2,22,1,2,3,2,2,0,7,6,0,1,2,0,3,0,0,1,0,3,5,3,,,,,,,,,,,,,
Jose Ignacio Fernandez Iglesias,1,29,16,21,1,19,0,3,16,3,2,1,2,0,1,0,1,1,2,0,1,2,0,0,0,1,0,1,0,,,,,,,,,,,,,
Federico Nicolas Cartabia,1,10,10,21,7,4,6,3,5,1,4,4,1,6,1,0,1,3,2,0,1,0,0,2,1,1,6,2,3,,,,,,,,,,,,,
Luis Carlos Correia Pinto,1,39,33,34,9,21,14,4,23,8,2,2,4,0,1,2,1,1,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,
Pedro Mosquera Parada,1,18,29,21,2,3,2,3,16,5,6,4,2,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,,,,,,,,,,,,,
Ruben Ivan Martinez Andrade,0,4,12,7,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
Bruno Alexandre Vilela Gama,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Adrian Lopez Alvarez,1,22,42,32,9,10,2,4,11,4,0,12,4,0,0,2,1,0,0,0,0,1,1,0,1,0,3,4,5,,,,,,,,,,,,,
Marcos Llorente Moreno,0,8,4,7,1,10,2,1,7,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Marco Asensio Willemsen,1,14,26,17,3,4,4,2,11,1,0,3,2,0,1,3,4,1,0,0,0,2,0,0,1,0,4,7,5,,,,,,,,,,,,,
Borja Valle Balonga,1,4,5,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,
Lucas Vazquez Iglesias,1,17,25,17,6,7,4,0,6,1,2,1,1,2,7,8,1,0,2,2,0,2,1,0,1,3,4,4,6,,,,,,,,,,,,,
Rodrigo Moreno Machado,1,15,48,33,6,10,2,2,16,1,0,1,1,2,1,7,4,0,0,0,0,1,0,0,0,0,4,5,13,,,,,,,,,,,,,
Carlos Soler Barragan,1,24,39,35,5,10,6,2,15,2,0,6,4,0,0,7,3,1,2,0,0,2,0,0,1,0,1,3,2,,,,,,,,,,,,,
Daniel Parejo Munoz,1,61,62,90,14,24,18,10,37,3,0,3,4,0,6,2,7,1,2,2,0,7,0,0,0,1,13,5,2,,,,,,,,,,,,,
Pedro Tanausu Dominguez Placeres,1,15,23,28,10,5,8,3,7,1,8,1,0,0,2,1,0,0,0,0,1,2,0,0,1,0,2,3,0,,,,,,,,,,,,,
Jonathan Viera Ramos,1,28,30,43,14,7,12,4,20,5,10,1,2,0,0,2,1,0,0,0,1,2,1,0,1,0,1,5,2,,,,,,,,,,,,,
Alen Halilovic,1,14,10,16,4,3,10,1,7,0,0,5,1,2,1,0,2,0,0,2,0,0,0,0,0,0,1,1,7,,,,,,,,,,,,,
David Simon Rodriguez Santana,1,19,5,12,2,2,4,0,4,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
Alvaro Medran Just,1,21,12,27,8,3,6,2,13,1,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,3,,,,,,,,,,,,,
Simone Zaza,1,11,23,15,2,4,0,1,6,0,0,1,0,0,1,2,0,0,1,0,0,3,0,0,0,0,1,2,9,,,,,,,,,,,,,
Ruben Miguel Nunes Vezo,1,25,29,24,2,14,8,3,11,0,0,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
Pedro Bigas Rigo,1,13,12,14,0,11,4,0,5,1,0,2,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,,,,,,,,,,,,,
Jonathan Calleri,1,13,40,14,6,12,0,1,6,0,2,3,1,0,1,3,0,0,0,0,0,3,1,0,1,1,3,1,7,,,,,,,,,,,,,
Leandro Chichizola,1,25,26,14,5,8,0,3,13,3,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,
Victor Machin Perez,1,13,22,19,8,11,10,0,7,1,2,6,3,0,1,1,2,1,0,0,0,0,0,0,1,0,4,1,1,,,,,,,,,,,,,
Dani Castellano Betancor,1,28,28,17,2,14,6,2,11,2,2,1,2,0,1,2,1,0,1,0,0,0,0,0,1,0,3,2,0,,,,,,,,,,,,,
Ezequiel Marcelo Garay,1,42,16,31,1,17,6,5,9,2,0,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,3,0,,,,,,,,,,,,,
Ignacio Vidal Miralles,1,4,2,5,0,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,
Jose Luis Gaya Pena,1,42,35,37,13,12,14,1,22,4,0,6,2,4,2,3,0,0,1,0,0,1,1,0,0,0,3,5,2,,,,,,,,,,,,,
Norberto Murara Neto,0,8,10,7,1,6,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
Joaquin Navarro Jimenez,1,51,32,40,5,20,14,6,22,1,0,2,5,0,0,1,1,0,3,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,,
Ignacio Gil de Pareja Vicent,1,6,12,12,8,3,4,0,6,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,3,2,,,,,,,,,,,,,
Javi Castellano Betancor,1,33,23,35,5,17,6,4,19,3,2,0,3,0,4,1,0,0,4,0,0,1,0,0,0,0,3,0,1,,,,,,,,,,,,,
Sergio Ezequiel Araujo,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Michel Macedo Rocha Machado,1,28,27,24,10,12,10,0,19,3,2,5,1,4,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,,,,,,,,,,,,,
Diego Rico Salguero,1,34,46,26,10,15,6,2,18,3,2,3,0,2,3,2,1,0,1,0,0,0,0,0,1,1,2,2,0,,,,,,,,,,,,,
Martin Maximiliano Mantovani,1,15,4,8,3,7,4,1,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,
Ezequiel Munoz,1,26,12,10,0,9,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
Joseba Zaldua Bengoetxea,1,24,34,34,4,14,4,3,11,0,6,4,0,0,3,4,3,0,2,0,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,
Alexis Ruano Delgado,1,36,20,19,2,16,6,4,7,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,
Rodrigo Ely,1,33,24,27,4,18,2,6,12,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,,
Fernando Pacheco Flores,1,11,22,9,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Javier Eraso Goni,1,28,38,47,3,11,2,1,13,3,0,2,4,0,0,4,2,0,0,2,0,0,0,0,1,0,3,2,4,,,,,,,,,,,,,
Ruben Salvador Perez Del Marmol,1,53,33,70,6,14,8,7,33,5,2,3,3,0,10,2,5,0,6,2,1,0,0,0,0,0,6,1,3,,,,,,,,,,,,,
Christian Robert Santos Kwasniewski,1,6,6,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ruben Sobrino Pozuelo,1,8,16,19,0,3,0,0,8,0,0,2,1,2,0,3,2,0,1,0,0,0,0,0,0,0,1,4,3,,,,,,,,,,,,,
Mubarak Wakaso,1,13,15,22,4,3,2,2,3,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4,1,,,,,,,,,,,,,
Carlos Martin Vigaray,1,15,16,5,2,6,2,0,3,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,
Manuel Alejandro Garcia Sanchez,1,32,31,47,5,13,4,1,18,2,2,3,2,0,6,2,2,0,0,0,0,1,0,0,0,0,1,4,4,,,,,,,,,,,,,
Ibai Gomez Perez,1,22,48,31,15,7,4,1,8,1,4,2,2,0,0,2,1,0,2,0,0,1,0,0,1,0,2,3,7,,,,,,,,,,,,,
Alfonso Pedraza Sag,1,17,30,25,5,11,0,1,14,1,0,4,0,0,0,4,1,1,0,0,0,0,0,0,0,0,2,3,5,,,,,,,,,,,,,
Gabriel Appelt Pires,1,47,38,35,3,15,12,2,14,5,2,3,3,0,3,1,4,1,0,2,1,2,0,0,0,0,6,2,6,,,,,,,,,,,,,
Alexander Szymanowski,1,10,14,15,6,6,0,1,7,0,4,1,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,2,,,,,,,,,,,,,
Julian Omar Ramos Suarez,1,16,21,19,9,7,4,3,6,2,0,0,3,0,0,7,0,0,0,0,0,1,0,0,1,0,1,1,1,,,,,,,,,,,,,
Miguel Angel Guerrero Martin,1,11,7,11,4,8,0,3,8,2,0,2,1,0,2,2,1,0,0,2,0,1,1,0,0,0,1,2,3,,,,,,,,,,,,,
Jorge Franco Alviz,1,5,16,18,2,2,2,1,5,1,0,0,2,0,2,2,3,1,0,0,0,1,1,0,2,0,0,1,1,,,,,,,,,,,,,
Ivan Cuellar Sacristan,0,2,23,13,1,8,0,0,4,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tomas Pina Isla,1,48,21,38,12,20,8,1,20,5,0,3,2,0,4,1,2,0,0,0,2,2,0,0,0,0,3,1,2,,,,,,,,,,,,,
Oscar David Romero Villamayor,1,3,1,3,2,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Erik Moran Arribas,0,6,3,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Unai Bustinza Martinez,1,23,11,17,2,15,20,3,8,0,0,2,0,0,0,0,1,0,1,2,2,1,0,0,0,0,0,2,0,,,,,,,,,,,,,
Nabil El Zhar,1,28,26,24,8,3,0,1,13,0,2,4,0,2,0,2,2,0,0,2,0,1,0,0,0,0,0,4,2,,,,,,,,,,,,,
Hector Hernandez Ortega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Cedric Bakambu,0,6,15,8,3,10,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,
