"","passportArea.name","passportArea.id","passportArea.alpha3code","passportArea.alpha2code","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role.code2","role.code3","role.name","birthArea.name","birthArea.id","birthArea.alpha3code","birthArea.alpha2code","wyId","foot","shortName","currentNationalTeamId"
"3401","France","250","FRA","FR","79","R\u00e9my","","Descamps","3797","1996-06-25","194","GK","GKP","Goalkeeper","France","250","FRA","FR","279772","left","R. Descamps",NA
"3402","France","250","FRA","FR","82","Moussa","","Niakhat\u00e9","2460","1996-03-08","190","DF","DEF","Defender","France","250","FRA","FR","290119","left","M. Niakhat\u00e9","4425"
"3403","France","250","FRA","FR","78","Mouctar","","Diakhaby","674","1996-12-19","189","DF","DEF","Defender","France","250","FRA","FR","292654","right","M. Diakhaby",NA
"3404","France","250","FRA","FR","80","Pierre-Daniel","","Nguinda Ndiffon","5070","1996-06-18","184","DF","DEF","Defender","Cameroon","120","CMR","CM","331916","right","P. Nguinda",NA
"3405","Senegal","686","SEN","SN","79","Habibou Mouhamadou","","Diallo","3777","1995-06-15","186","FW","FWD","Forward","Senegal","686","SEN","SN","294697","right","H. Diallo",NA
"3406","France","250","FRA","FR","78","Brighton","","Labeau","4059","1996-01-01","181","FW","FWD","Forward","France","250","FRA","FR","331913","right","B. Labeau",NA
"3407","France","250","FRA","FR","68","Olivier","","Boscagli","3775","1997-11-18","181","DF","DEF","Defender","France","250","FRA","FR","296888","left","O. Boscagli","4425"
"3408","France","250","FRA","FR","78","Anthony","","Ribelin","3899","1996-04-08","180","MD","MID","Midfielder","France","250","FRA","FR","302908","right","A. Ribelin",NA
"3409","Cameroon","120","CMR","CM","70","James Edward","","Lea Siliki","3774","1996-06-12","183","MD","MID","Midfielder","France","250","FRA","FR","325781","left","J. Lea Siliki",NA
"3410","Senegal","686","SEN","SN","70","Racine","","Coly","3775","1995-12-08","185","DF","DEF","Defender","Senegal","686","SEN","SN","326946","left","R. Coly","19314"
"3411","France","250","FRA","FR","65","Gauthier","","Hein","3777","1996-08-07","170","MD","MID","Midfielder","France","250","FRA","FR","330395","left","G. Hein",NA
"3412","Algeria","12","DZA","DZ","74","Rayan","","Souici","3817","1998-02-28","178","DF","DEF","Defender","France","250","FRA","FR","342088","right","R. Souici",NA
"3413","Benin","204","BEN","BJ","85","Olivier","","Verdon","3768","1995-10-05","190","DF","DEF","Defender","France","250","FRA","FR","342194","right","O. Verdon","18884"
"3414","France","250","FRA","FR","67","Alec","","Georgen","3928","1998-09-17","172","DF","DEF","Defender","France","250","FRA","FR","344743","right","A. Georgen",NA
"3415","France","250","FRA","FR","0","S\u00e9bastien","","Cibois","3928","1998-03-02","186","GK","GKP","Goalkeeper","France","250","FRA","FR","347192","right","S. Cibois",NA
"3416","Italy","380","ITA","IT","71","Lorenzo","","Callegari","3182","1998-02-27","174","MD","MID","Midfielder","France","250","FRA","FR","347198","right","L. Callegari",NA
"3417","Greece","300","GRC","GR","70","Alexandros","","Katranis","5187","1998-05-04","174","DF","DEF","Defender","Greece","300","GRC","GR","347277","left","A. Katranis","12684"
"3418","France","250","FRA","FR","69","Maxime","","Bernauer","3927","1998-07-01","184","DF","DEF","Defender","France","250","FRA","FR","352987","right","M. Bernauer",NA
"3419","France","250","FRA","FR","80","Yannis","","Clementia","3775","1997-07-05","188","GK","GKP","Goalkeeper","Martinique","474","MTQ","MQ","367041","right","Y. Clementia",NA
"3420","France","250","FRA","FR","85","Alexandre","","Olliero","3770","1996-02-15","193","GK","GKP","Goalkeeper","France","250","FRA","FR","366573","right","A. Olliero",NA
"3421","Ghana","288","GHA","GH","72","Elisha","","Owusu","3768","1997-11-07","182","MD","MID","Midfielder","France","250","FRA","FR","370093","right","E. Owusu",NA
"3422","France","250","FRA","FR","0","Ruben","","Droehnle","3925","1998-07-11","0","DF","DEF","Defender","France","250","FRA","FR","372909","","R. Droehlne",NA
"3423","Cameroon","120","CMR","CM","91","Gerzino","","Nyamsi","3774","1997-01-22","194","DF","DEF","Defender","France","250","FRA","FR","372547","right","G. Nyamsi","4426"
"3424","France","250","FRA","FR","71","Valentin","","Rosier","3804","1996-08-19","175","DF","DEF","Defender","France","250","FRA","FR","393214","right","V. Rosier","4425"
"3425","Morocco","504","MAR","MA","68","Youssef","","Maziz","3854","1998-06-24","175","MD","MID","Midfielder","France","250","FRA","FR","394009","right","Y. Maziz",NA
"3426","France","250","FRA","FR","74","Antoine","","Bernede","3928","1999-05-26","177","FW","FWD","Forward","France","250","FRA","FR","397029","right","A. Bernede",NA
"3427","France","250","FRA","FR","0","Corentin","","Faussot","4062","1998-01-04","0","MD","MID","Midfielder","France","250","FRA","FR","394577","","C. Faussot",NA
"3428","Congo","178","COG","CG","74","Jordi","","Mboula Queralt","19830","1999-03-16","183","FW","FWD","Forward","Spain","724","ESP","ES","405977","right","Jordi Mboula",NA
"3429","France","250","FRA","FR","65","Vincent","","Marcel","3795","1997-04-09","180","MD","MID","Midfielder","Guadeloupe","312","GLP","GP","421809","left","V. Marcel",NA
"3430","France","250","FRA","FR","58","Lilian","","Fournier","3919","1998-05-18","166","MD","MID","Midfielder","France","250","FRA","FR","426704","right","L. Fournier",NA
"3431","France","250","FRA","FR","0","Cl\u00e9ment","","Billemaz","4062","1998-09-22","0","FW","FWD","Forward","France","250","FRA","FR","421864","","C. Billemaz",NA
"3432","France","250","FRA","FR","66","Mahdi","","Camara","3930","1998-06-30","178","MD","MID","Midfielder","France","250","FRA","FR","426712","right","M. Camara",NA
"3433","Brazil","76","BRA","BR","78","Gabriel","","dos Santos Magalh\u00e3es","3776","1997-12-19","190","DF","DEF","Defender","Brazil","76","BRA","BR","415917","left","Gabriel",NA
"3434","France","250","FRA","FR","0","Maxime","","Sivis","4038","1998-04-01","0","MD","MID","Midfielder","France","250","FRA","FR","426771","","M. Sivis",NA
"3435","France","250","FRA","FR","64","Christopher","","Rocchia","4058","1998-02-01","172","DF","DEF","Defender","France","250","FRA","FR","421858","left","C. Rocchia",NA
"3436","Italy","380","ITA","IT","60","Adrien","","Bongiovanni","5070","1999-09-20","170","FW","FWD","Forward","Belgium","56","BEL","BE","422514","right","A. Bongiovanni",NA
"3437","France","250","FRA","FR","0","Samuel","","Robert","4062","1998-01-12","0","FW","FWD","Forward","France","250","FRA","FR","436254","","S. Robert",NA
"3438","Morocco","504","MAR","MA","78","Driss","","Khalid","3933","1999-02-07","180","FW","FWD","Forward","France","250","FRA","FR","437057","right","D. Khalid",NA
"3439","France","250","FRA","FR","59","Armand","","Laurient\u00e9","3925","1998-12-04","171","FW","FWD","Forward","France","250","FRA","FR","437238","right","A. Laurient\u00e9",NA
"3440","France","250","FRA","FR","73","Randal","","Kolo Muani","3924","1998-12-05","187","FW","FWD","Forward","Congo DR","180","COD","CD","437490","","R. Kolo",NA
"3441","Cape Verde Islands","132","CPV","CV","67","Kenny","","Rocha Santos","3930","2000-01-03","174","MD","MID","Midfielder","Cape Verde Islands","132","CPV","CV","453631","right","K. Rocha Santos","19166"
"3442","France","250","FRA","FR","0","Vincent","","Peugnet","3919","1998-02-05","0","DF","DEF","Defender","France","250","FRA","FR","454268","","V. Peugnet",NA
"3443","France","250","FRA","FR","65","Bryan","","Mbeumo","3795","1999-08-02","171","FW","FWD","Forward","France","250","FRA","FR","454388","left","B. Mbeumo",NA
"3444","France","250","FRA","FR","66","Timothy","","Weah","3928","2000-02-22","185","FW","FWD","Forward","United States","840","USA","US","471774","right","T. Weah","8134"
"3445","France","250","FRA","FR","65","Julien","","Serrano","19831","1998-02-13","181","DF","DEF","Defender","France","250","FRA","FR","472126","left","J. Serrano",NA
"3446","Algeria","12","DZA","DZ","72","Yacine","","Adli","3928","2000-07-29","183","MD","MID","Midfielder","France","250","FRA","FR","472194","right","Y. Adli","4423"
"3447","Cameroon","120","CMR","CM","76","Aur\u00e9lien","","Tchouam\u00e9ni","3772","2000-01-27","185","MD","MID","Midfielder","France","250","FRA","FR","480145","right","A. Tchouam\u00e9ni","4423"
"3448","France","250","FRA","FR","0","Bastien","","Rempp","3934","1998-11-11","0","GK","GKP","Goalkeeper","France","250","FRA","FR","482153","","B. Rempp",NA
"3449","France","250","FRA","FR","81","Oumar","","Solet Bomawoko","3917","2000-02-07","192","DF","DEF","Defender","France","250","FRA","FR","486593","right","O. Solet","33157"
"3450","France","250","FRA","FR","0","Dylan","","Lempereur","3919","1998-10-24","0","DF","DEF","Defender","France","250","FRA","FR","487983","","D. Lempereur",NA
"3451","Turkey","792","TUR","TR","55","Yusuf","","Sari","3797","1998-11-20","165","MD","MID","Midfielder","France","250","FRA","FR","489202","left","Y. Sari","4693"
"3452","France","250","FRA","FR","62","Andy","","Pelmard","3902","2000-03-12","178","DF","DEF","Defender","France","250","FRA","FR","497354","right","A. Pelmard","33157"
"3453","Tunisia","788","TUN","TN","70","Yanis","","Ammour","3787","1999-05-21","182","FW","FWD","Forward","France","250","FRA","FR","499977","","Y. Ammour",NA
"3454","France","250","FRA","FR","0","Scotty","","Sadzoute","3915","1998-04-29","0","FW","FWD","Forward","France","250","FRA","FR","506850","","S. Sadzoute",NA
"3455","Cameroon","120","CMR","CM","78","Ignatius","","Kpene Ganago","3775","1999-02-16","176","FW","FWD","Forward","Cameroon","120","CMR","CM","521939","right","I. Ganago",NA
"3456","France","250","FRA","FR","0","Bilal","","Hadraoui","3919","1999-05-28","0","MD","MID","Midfielder","France","250","FRA","FR","525231","","B. Hadraoui",NA
"3457","France","250","FRA","FR","0","Th\u00e9o","","Barbet","4379","2001-03-06","0","DF","DEF","Defender","France","250","FRA","FR","543527","","T. Barbet",NA
"3458","Senegal","686","SEN","SN","77","Ludovic Lamine","","San\u00e9","8068","1987-03-22","192","DF","DEF","Defender","France","250","FRA","FR","25589","right","L. San\u00e9",NA
"3459","France","250","FRA","FR","63","Safwan","","Mba\u00e9","1162","1997-04-20","181","DF","DEF","Defender","France","250","FRA","FR","331914","right","S. Mba\u00e9",NA
"3460","France","250","FRA","FR","84","Andr\u00e9-Pierre","","Gignac","15417","1985-05-12","187","FW","FWD","Forward","France","250","FRA","FR","25575","right","A. Gignac",NA
"3461","Germany","276","DEU","DE","75","Simon","","Asta","2481","2001-01-25","178","DF","DEF","Defender","Germany","276","DEU","DE","493725","right","S. Asta",NA
"3462","France","250","FRA","FR","80","Marvin","","Compper","8508","1985-06-14","185","DF","DEF","Defender","Germany","276","DEU","DE","15800","left","M. Compper",NA
"3463","Germany","276","DEU","DE","84","Jan-Ingwer","","Callsen-Bracker","2481","1984-09-23","188","DF","DEF","Defender","Germany","276","DEU","DE","15768","right","J. Callsen-Bracker",NA
"3464","Serbia","688","SRB","RS","78","Slobodan","","Medojevi\u0107","2520","1990-11-20","183","MD","MID","Midfielder","Serbia","688","SRB","RS","14932","right","S. Medojevi\u0107",NA
"3465","Korea Republic","410","KOR","KR","81","Dong-Won","","Ji","2481","1991-05-28","188","FW","FWD","Forward","Korea Republic","410","KOR","KR","8537","right","Dong-Won Ji",NA
"3466","Austria","40","AUT","AT","94","Samuel","","Sahin-Radlinger","7095","1992-11-07","198","GK","GKP","Goalkeeper","Austria","40","AUT","AT","15031","right","S. Sahin-Radlinger",NA
"3467","Germany","276","DEU","DE","71","Phillipp","","Klement","2491","1992-09-09","174","MD","MID","Midfielder","Germany","276","DEU","DE","19118","left","P. Klement",NA
"3468","Turkey","792","TUR","TR","69","Onur","","Bulut","2493","1994-04-16","179","MD","MID","Midfielder","Germany","276","DEU","DE","145014","right","O. Bulut",NA
"3469","Germany","276","DEU","DE","70","Mike-Steven","","B\u00e4hre","1663","1995-08-10","179","MD","MID","Midfielder","Germany","276","DEU","DE","224877","right","M. B\u00e4hre",NA
"3470","Spain","724","ESP","ES","65","Federico","","Palacios Martinez","2458","1995-04-09","170","FW","FWD","Forward","Germany","276","DEU","DE","224484","right","F. Palacios",NA
"3471","Germany","276","DEU","DE","82","Leo","","Weinkauf","2455","1996-07-07","196","GK","GKP","Goalkeeper","Germany","276","DEU","DE","253843","right","L. Weinkauf",NA
"3472","Ghana","288","GHA","GH","80","Kwame","","Yeboah","2513","1994-06-02","183","FW","FWD","Forward","Australia","36","AUS","AU","253456","right","K. Yeboah",NA
"3473","Argentina","32","ARG","AR","68","Nicol\u00e1s","","Sessa","2483","1996-03-23","171","MD","MID","Midfielder","Germany","276","DEU","DE","263615","left","N. Sessa",NA
"3474","Ghana","288","GHA","GH","70","Ebenezer","","Ofori","32556","1995-07-01","172","MD","MID","Midfielder","Ghana","288","GHA","GH","266532","left","E. Ofori","17522"
"3475","Serbia","688","SRB","RS","67","Milos","","Pantovic","2448","1996-07-07","185","FW","FWD","Forward","Serbia","688","SRB","RS","272285","right","M. Pantovic",NA
"3476","Netherlands","528","NLD","NL","89","Jesper","","Verlaat","2694","1996-06-04","192","DF","DEF","Defender","Netherlands","528","NLD","NL","275115","right","J. Verlaat",NA
"3477","Germany","276","DEU","DE","77","Thore","","Jacobsen","2443","1997-04-19","182","DF","DEF","Defender","Germany","276","DEU","DE","286403","left","T. Jacobsen",NA
"3478","Nigeria","566","NGA","NG","70","Mandela","","Egbo","2619","1997-08-17","180","DF","DEF","Defender","England","0","XEN","","286823","right","M. Egbo",NA
"3479","Germany","276","DEU","DE","75","Philipp","","Ochs","7454","1997-04-17","175","FW","FWD","Forward","Germany","276","DEU","DE","297701","left","P. Ochs","3155"
"3480","Germany","276","DEU","DE","78","Max","","Besuschkow","5120","1997-05-31","187","MD","MID","Midfielder","Germany","276","DEU","DE","302608","right","M. Besuschkow",NA
"3481","Switzerland","756","CHE","CH","78","Ulisses Alexandre","","Garcia Lopes","6408","1996-01-11","183","DF","DEF","Defender","Portugal","620","PRT","PT","329202","left","U. Garcia","6704"
"3482","Nigeria","566","NGA","NG","72","Chima","","Okoroji","2453","1997-04-19","177","DF","DEF","Defender","England","0","XEN","","330446","left","C. Okoroji",NA
"3483","Morocco","504","MAR","MA","68","Anas","","Ouahim","2501","1997-09-23","175","MD","MID","Midfielder","Germany","276","DEU","DE","337799","right","A. Ouahim",NA
"3484","Germany","276","DEU","DE","80","Fabian","","Reese","2469","1997-11-29","187","FW","FWD","Forward","Germany","276","DEU","DE","337775","right","F. Reese",NA
"3485","Germany","276","DEU","DE","81","T\u00f6rles","","Kn\u00f6ll","2458","1997-09-13","184","FW","FWD","Forward","Germany","276","DEU","DE","337656","right","T. Kn\u00f6ll","3155"
"3486","Korea Republic","410","KOR","KR","72","Young-Jae","","Seo","2467","1995-05-23","182","DF","DEF","Defender","Korea Republic","410","KOR","KR","349681","left","Young-Jae Seo","14857"
"3487","Germany","276","DEU","DE","75","Finn","","Dahmen","2582","1998-03-27","186","GK","GKP","Goalkeeper","Germany","276","DEU","DE","356872","right","F. Dahmen","3156"
"3488","Germany","276","DEU","DE","75","Johannes","","Eggestein","2443","1998-05-08","183","FW","FWD","Forward","Germany","276","DEU","DE","366203","right","J. Eggestein","3156"
"3489","Norway","578","NOR","NO","76","Birk","","Risa","7090","1998-02-13","188","DF","DEF","Defender","Norway","578","NOR","NO","366193","left","B. Risa","7342"
"3490","Germany","276","DEU","DE","76","Niklas","","Dorsch","2658","1998-01-15","178","MD","MID","Midfielder","Germany","276","DEU","DE","367620","right","N. Dorsch","3156"
"3491","Turkey","792","TUR","TR","84","Efkan","","Bekiroglu","2461","1995-09-14","185","FW","FWD","Forward","Germany","276","DEU","DE","379216","right","E. Bekiroglu",NA
"3492","Germany","276","DEU","DE","80","Filip","","Kusi\u010d","2468","1996-06-03","187","DF","DEF","Defender","Germany","276","DEU","DE","382289","right","F. Kusi\u010d",NA
"3493","Croatia","191","HRV","HR","62","Maurice","","\u010covi\u0107","2457","1998-04-17","175","MD","MID","Midfielder","Germany","276","DEU","DE","383237","right","M. \u010covi\u0107",NA
"3494","Germany","276","DEU","DE","0","Aaron","","Herzog","2619","1998-01-30","178","MD","MID","Midfielder","Germany","276","DEU","DE","391515","right","A. Herzog",NA
"3495","Germany","276","DEU","DE","80","Felix","","G\u00f6tze","2481","1998-12-11","185","DF","DEF","Defender","Germany","276","DEU","DE","391442","right","F. G\u00f6tze","3156"
"3496","Ghana","288","GHA","GH","80","Stephan Kofi","","Ambrosius","2450","1998-12-18","182","DF","DEF","Defender","Germany","276","DEU","DE","391603","right","S. Ambrosius",NA
"3497","Congo DR","180","COD","CD","73","Ridle Bote","","Nzuzi Baku","2460","1998-04-08","176","MD","MID","Midfielder","Germany","276","DEU","DE","391425","right","R. Baku","3156"
"3498","Germany","276","DEU","DE","0","Meritan","","Shabani","2594","1999-03-15","0","MD","MID","Midfielder","Kosovo","0","XKS","","391439","right","M. Shabani","3156"
"3499","Germany","276","DEU","DE","97","Dennis","","Smarsch","2457","1999-01-14","195","GK","GKP","Goalkeeper","Germany","276","DEU","DE","433009","right","D. Smarsch",NA
"3500","Germany","276","DEU","DE","78","Lars Lukas","","Mai","2594","2000-03-31","187","DF","DEF","Defender","Germany","276","DEU","DE","433100","right","L. Mai",NA
"3501","Germany","276","DEU","DE","69","Chris","","F\u00fchrich","2463","1998-01-09","178","MD","MID","Midfielder","Germany","276","DEU","DE","448127","right","C. F\u00fchrich",NA
"3502","Germany","276","DEU","DE","65","Linton","","Maina","2455","1999-06-23","173","MD","MID","Midfielder","Germany","276","DEU","DE","448215","right","L. Maina","3156"
"3503","Hungary","348","HUN","HU","63","Palko","","D\u00e1rdai","2457","1999-04-24","175","FW","FWD","Forward","Germany","276","DEU","DE","448246","left","P. D\u00e1rdai","3156"
"3504","Germany","276","DEU","DE","75","Romario","","R\u00f6sch","2481","1999-07-01","180","FW","FWD","Forward","Germany","276","DEU","DE","448313","right","R. R\u00f6sch",NA
